EventObject_id	Name	ObjectType	Reference	ReferenceType
1105170361142	1104750508508	gopher_id	AAFB02000469	accession
1105170361143	1104750512500	gopher_id	AAFB02000470	accession
1105170361144	1104750506691	gopher_id	AAFB02000471	accession
1105170361145	1104750516265	gopher_id	AAFB02000472	accession
1105170361146	1104750513360	gopher_id	AAFB02000473	accession
1105170361147	1104750504659	gopher_id	AAFB02000474	accession
1105170361148	1104750511202	gopher_id	AAFB02000475	accession
1105170361149	1104750516119	gopher_id	AAFB02000476	accession
1105170361150	1104750513682	gopher_id	AAFB02000477	accession
1105170361151	1104750506577	gopher_id	AAFB02000478	accession
1105170361152	1104750505289	gopher_id	AAFB02000479	accession
1105170361153	1104750511814	gopher_id	AAFB02000480	accession
1105170361154	1104750514715	gopher_id	AAFB02000481	accession
1105170361155	1104750516267	gopher_id	AAFB02000482	accession
1105170361156	1104750512450	gopher_id	AAFB02000483	accession
1105170361157	1104750516239	gopher_id	AAFB02000484	accession
1105170361158	1104750505553	gopher_id	AAFB02000485	accession
1105170361159	1104750508520	gopher_id	AAFB02000486	accession
1105170361160	1104750513264	gopher_id	AAFB02000487	accession
1105170361161	1104750508516	gopher_id	AAFB02000488	accession
1105170361162	1104750513606	gopher_id	AAFB02000489	accession
1105170361163	1104750506131	gopher_id	AAFB02000490	accession
1105170361164	1104750507078	gopher_id	AAFB02000491	accession
1105170361165	1104750514088	gopher_id	AAFB02000492	accession
1105170361166	1104750515577	gopher_id	AAFB02000493	accession
1105170361167	1104750505057	gopher_id	AAFB02000494	accession
1105170361168	1104750508368	gopher_id	AAFB02000495	accession
1105170361169	1104750506245	gopher_id	AAFB02000496	accession
1105170361170	1104750509180	gopher_id	AAFB02000497	accession
1105170361171	1104750511922	gopher_id	AAFB02000498	accession
1105170361172	1104750512242	gopher_id	AAFB02000499	accession
1105170361173	1104750510232	gopher_id	AAFB02000500	accession
1105170361174	1104750512692	gopher_id	AAFB02000501	accession
1105170361175	1104750506753	gopher_id	AAFB02000502	accession
1105170361176	1104750514627	gopher_id	AAFB02000503	accession
1105170361177	1104750507766	gopher_id	AAFB02000504	accession
1105170361178	1104750514661	gopher_id	AAFB02000505	accession
1105170361179	1104750507350	gopher_id	AAFB02000506	accession
1105170361180	1104750515589	gopher_id	AAFB02000507	accession
1105170361181	1104750504907	gopher_id	AAFB02000508	accession
1105170361182	1104750507764	gopher_id	AAFB02000509	accession
1105170361183	1104750513688	gopher_id	AAFB02000510	accession
1105170361184	1104750511760	gopher_id	AAFB02000511	accession
1105170361185	1104750515373	gopher_id	AAFB02000512	accession
1105170361186	1104750512624	gopher_id	AAFB02000513	accession
1105170361187	1104750511350	gopher_id	AAFB02000514	accession
1105170361188	1104750508710	gopher_id	AAFB02000515	accession
1105170361189	1104750515361	gopher_id	AAFB02000516	accession
1105170361190	1104750512742	gopher_id	AAFB02000517	accession
1105170361191	1104750508526	gopher_id	AAFB02000518	accession
1105170361192	1104750508700	gopher_id	AAFB02000519	accession
1105170361193	1104750514875	gopher_id	AAFB02000520	accession
1105170361194	1104750512674	gopher_id	AAFB02000521	accession
1105170361195	1104750511906	gopher_id	AAFB02000522	accession
1105170361196	1104750506517	gopher_id	AAFB02000523	accession
1105170361197	1104750512458	gopher_id	AAFB02000524	accession
1105170361198	1104750508758	gopher_id	AAFB02000525	accession
1105170361199	1104750512336	gopher_id	AAFB02000526	accession
1105170361200	1104750515375	gopher_id	AAFB02000527	accession
1105170361201	1104750516263	gopher_id	AAFB02000528	accession
1105170361202	1104750515049	gopher_id	AAFB02000529	accession
1105170361203	1104750512456	gopher_id	AAFB02000530	accession
1105170361204	1104750508016	gopher_id	AAFB02000531	accession
1105170361205	1104750505435	gopher_id	AAFB02000532	accession
1105170361206	1104750508926	gopher_id	AAFB02000533	accession
1105170361207	1104750510114	gopher_id	AAFB02000534	accession
1105170361208	1104750512430	gopher_id	AAFB02000535	accession
1105170361209	1104750515321	gopher_id	AAFB02000536	accession
1105170361210	1104750513496	gopher_id	AAFB02000537	accession
1105170361211	1104750514182	gopher_id	AAFB02000538	accession
1105170361212	1104750511420	gopher_id	AAFB02000539	accession
1105170361213	1104750510098	gopher_id	AAFB02000540	accession
1105170361214	1104750512864	gopher_id	AAFB02000541	accession
1105170361215	1104750513538	gopher_id	AAFB02000542	accession
1105170361216	1104750515703	gopher_id	AAFB02000543	accession
1105170361217	1104750510480	gopher_id	AAFB02000544	accession
1105170361218	1104750515273	gopher_id	AAFB02000545	accession
1105170361219	1104750507924	gopher_id	AAFB02000546	accession
1105170361220	1104750513188	gopher_id	AAFB02000547	accession
1105170361221	1104750512910	gopher_id	AAFB02000548	accession
1105170361222	1104750505155	gopher_id	AAFB02000549	accession
1105170361223	1104750506775	gopher_id	AAFB02000550	accession
1105170361224	1104750514785	gopher_id	AAFB02000551	accession
1105170361225	1104750509172	gopher_id	AAFB02000552	accession
1105170361226	1104750510558	gopher_id	AAFB02000553	accession
1105170361227	1104750507658	gopher_id	AAFB02000554	accession
1105170361228	1104750506567	gopher_id	AAFB02000555	accession
1105170361229	1104750515465	gopher_id	AAFB02000556	accession
1105170361230	1104750510242	gopher_id	AAFB02000557	accession
1105170361231	1104750516205	gopher_id	AAFB02000558	accession
1105170361232	1104750513728	gopher_id	AAFB02000559	accession
1105170361233	1104750509010	gopher_id	AAFB02000560	accession
1105170361234	1104750507566	gopher_id	AAFB02000561	accession
1105170361235	1104750516209	gopher_id	AAFB02000562	accession
1105170361236	1104750515765	gopher_id	AAFB02000563	accession
1105170361237	1104750511526	gopher_id	AAFB02000564	accession
1105170361238	1104750505893	gopher_id	AAFB02000565	accession
1105170361239	1104750514104	gopher_id	AAFB02000566	accession
1105170361240	1104750508134	gopher_id	AAFB02000567	accession
1105170361241	1104750512202	gopher_id	AAFB02000568	accession
1105170361242	1104750514647	gopher_id	AAFB02000569	accession
1105170361243	1104750512372	gopher_id	AAFB02000570	accession
1105170361244	1104750505965	gopher_id	AAFB02000571	accession
1105170361245	1104750513252	gopher_id	AAFB02000572	accession
1105170361246	1104750510350	gopher_id	AAFB02000573	accession
1105170361247	1104750506639	gopher_id	AAFB02000574	accession
1105170361248	1104750506545	gopher_id	AAFB02000575	accession
1105170361249	1104750506527	gopher_id	AAFB02000576	accession
1105170361250	1104750512514	gopher_id	AAFB02000577	accession
1105170361251	1104750505251	gopher_id	AAFB02000578	accession
1105170361252	1104750512510	gopher_id	AAFB02000579	accession
1105170361253	1104750515949	gopher_id	AAFB02000580	accession
1105170361254	1104750505255	gopher_id	AAFB02000581	accession
1105170361255	1104750511546	gopher_id	AAFB02000582	accession
1105170361256	1104750508552	gopher_id	AAFB02000583	accession
1105170361257	1104750505767	gopher_id	AAFB02000584	accession
1105170361258	1104750510596	gopher_id	AAFB02000585	accession
1105170361259	1104750506485	gopher_id	AAFB02000586	accession
1105170361260	1104750512196	gopher_id	AAFB02000587	accession
1105170361261	1104750516063	gopher_id	AAFB02000588	accession
1105170361262	1104750507526	gopher_id	AAFB02000589	accession
1105170361263	1104750505133	gopher_id	AAFB02000590	accession
1105170361264	1104750512122	gopher_id	AAFB02000591	accession
1105170361265	1104750515127	gopher_id	AAFB02000592	accession
1105170361266	1104750510068	gopher_id	AAFB02000593	accession
1105170361267	1104750504753	gopher_id	AAFB02000594	accession
1105170361268	1104750516001	gopher_id	AAFB02000595	accession
1105170361269	1104750505069	gopher_id	AAFB02000596	accession
1105170361270	1104750508100	gopher_id	AAFB02000597	accession
1105170361271	1104750513486	gopher_id	AAFB02000598	accession
1105170361272	1104750512722	gopher_id	AAFB02000599	accession
1105170361273	1104750515285	gopher_id	AAFB02000600	accession
1105170361274	1104750515353	gopher_id	AAFB02000601	accession
1105170361275	1104750515527	gopher_id	AAFB02000602	accession
1105170361276	1104750505191	gopher_id	AAFB02000603	accession
1105170361277	1104750511870	gopher_id	AAFB02000604	accession
1105170361278	1104750504961	gopher_id	AAFB02000605	accession
1105170361279	1104750515391	gopher_id	AAFB02000606	accession
1105170361280	1104750506843	gopher_id	AAFB02000607	accession
1105170361281	1104750507222	gopher_id	AAFB02000608	accession
1105170361282	1104750515693	gopher_id	AAFB02000609	accession
1105170361283	1104750507840	gopher_id	AAFB02000610	accession
1105170361284	1104750510526	gopher_id	AAFB02000611	accession
1105170361285	1104750513412	gopher_id	AAFB02000612	accession
1105170361286	1104750516229	gopher_id	AAFB02000613	accession
1105170361287	1104750510536	gopher_id	AAFB02000614	accession
1105170361288	1104750505817	gopher_id	AAFB02000615	accession
1105170361289	1104750505497	gopher_id	AAFB02000616	accession
1105170361290	1104750504679	gopher_id	AAFB02000617	accession
1105170361291	1104750507622	gopher_id	AAFB02000618	accession
1105170361292	1104750514747	gopher_id	AAFB02000619	accession
1105170361293	1104750507074	gopher_id	AAFB02000620	accession
1105170361294	1104750506199	gopher_id	AAFB02000621	accession
1105170361295	1104750511842	gopher_id	AAFB02000622	accession
1105170361296	1104750509110	gopher_id	AAFB02000623	accession
1105170361297	1104750515123	gopher_id	AAFB02000624	accession
1105170361298	1104750512680	gopher_id	AAFB02000625	accession
1105170361299	1104750508626	gopher_id	AAFB02000626	accession
1105170361300	1104750512050	gopher_id	AAFB02000627	accession
1105170361301	1104750505177	gopher_id	AAFB02000628	accession
1105170361302	1104750509020	gopher_id	AAFB02000629	accession
1105170361303	1104750511648	gopher_id	AAFB02000630	accession
1105170361304	1104750511070	gopher_id	AAFB02000631	accession
1105170361305	1104750511988	gopher_id	AAFB02000632	accession
1105170361306	1104750514371	gopher_id	AAFB02000633	accession
1105170361307	1104750506321	gopher_id	AAFB02000634	accession
1105170361308	1104750511590	gopher_id	AAFB02000635	accession
1105170361309	1104750512400	gopher_id	AAFB02000636	accession
1105170361310	1104750513912	gopher_id	AAFB02000637	accession
1105170361311	1104750508374	gopher_id	AAFB02000638	accession
1105170361312	1104750508248	gopher_id	AAFB02000639	accession
1105170361313	1104750511148	gopher_id	AAFB02000640	accession
1105170361314	1104750515743	gopher_id	AAFB02000641	accession
1105170361315	1104750513792	gopher_id	AAFB02000642	accession
1105170361316	1104750510294	gopher_id	AAFB02000643	accession
1105170361317	1104750512620	gopher_id	AAFB02000644	accession
1105170361318	1104750507100	gopher_id	AAFB02000645	accession
1105170361319	1104750514971	gopher_id	AAFB02000646	accession
1105170361320	1104750515513	gopher_id	AAFB02000647	accession
1105170361321	1104750507342	gopher_id	AAFB02000648	accession
1105170361322	1104750507974	gopher_id	AAFB02000649	accession
1105170361323	1104750504713	gopher_id	AAFB02000650	accession
1105170361324	1104750513774	gopher_id	AAFB02000651	accession
1105170361325	1104750515933	gopher_id	AAFB02000652	accession
1105170361326	1104750508716	gopher_id	AAFB02000653	accession
1105170361327	1104750508518	gopher_id	AAFB02000654	accession
1105170361328	1104750510338	gopher_id	AAFB02000655	accession
1105170361329	1104750511138	gopher_id	AAFB02000656	accession
1105170361330	1104750511688	gopher_id	AAFB02000657	accession
1105170361331	1104750511770	gopher_id	AAFB02000658	accession
1105170361332	1104750508994	gopher_id	AAFB02000659	accession
1105170361333	1104750512800	gopher_id	AAFB02000660	accession
1105170361334	1104750512098	gopher_id	AAFB02000661	accession
1105170361335	1104750513338	gopher_id	AAFB02000662	accession
1105170361336	1104750506611	gopher_id	AAFB02000663	accession
1105170361337	1104750505101	gopher_id	AAFB02000664	accession
1105170361338	1104750511846	gopher_id	AAFB02000665	accession
1105170361339	1104750507642	gopher_id	AAFB02000666	accession
1105170361340	1104750516145	gopher_id	AAFB02000667	accession
1105170361341	1104750514733	gopher_id	AAFB02000668	accession
1105170361342	1104750508864	gopher_id	AAFB02000669	accession
1105170361343	1104750514921	gopher_id	AAFB02000670	accession
1105170361344	1104750515481	gopher_id	AAFB02000671	accession
1105170361345	1104750514669	gopher_id	AAFB02000672	accession
1105170361346	1104750510564	gopher_id	AAFB02000673	accession
1105170361347	1104750505183	gopher_id	AAFB02000674	accession
1105170361348	1104750514951	gopher_id	AAFB02000675	accession
1105170361349	1104750505793	gopher_id	AAFB02000676	accession
1105170361350	1104750510312	gopher_id	AAFB02000677	accession
1105170361351	1104750506267	gopher_id	AAFB02000678	accession
1105170361352	1104750507456	gopher_id	AAFB02000679	accession
1105170361353	1104750514485	gopher_id	AAFB02000680	accession
1105170361354	1104750506883	gopher_id	AAFB02000681	accession
1105170361355	1104750505931	gopher_id	AAFB02000682	accession
1105170361356	1104750514759	gopher_id	AAFB02000683	accession
1105170361357	1104750510138	gopher_id	AAFB02000684	accession
1105170361358	1104750512832	gopher_id	AAFB02000685	accession
1105170361359	1104750506149	gopher_id	AAFB02000686	accession
1105170361360	1104750505589	gopher_id	AAFB02000687	accession
1105170361361	1104750513322	gopher_id	AAFB02000688	accession
1105170361362	1104750513956	gopher_id	AAFB02000689	accession
1105170361363	1104750512396	gopher_id	AAFB02000690	accession
1105170361364	1104750514064	gopher_id	AAFB02000691	accession
1105170361365	1104750515141	gopher_id	AAFB02000692	accession
1105170361366	1104750507684	gopher_id	AAFB02000693	accession
1105170361367	1104750508976	gopher_id	AAFB02000694	accession
1105170361368	1104750507898	gopher_id	AAFB02000695	accession
1105170361369	1104750515873	gopher_id	AAFB02000696	accession
1105170361370	1104750505441	gopher_id	AAFB02000697	accession
1105170361371	1104750515681	gopher_id	AAFB02000698	accession
1105170361372	1104750512614	gopher_id	AAFB02000699	accession
1105170361373	1104750506903	gopher_id	AAFB02000700	accession
1105170361374	1104750507994	gopher_id	AAFB02000701	accession
1105170361375	1104750516115	gopher_id	AAFB02000702	accession
1105170361376	1104750506359	gopher_id	AAFB02000703	accession
1105170361377	1104750510512	gopher_id	AAFB02000704	accession
1105170361378	1104750512238	gopher_id	AAFB02000705	accession
1105170361379	1104750512006	gopher_id	AAFB02000706	accession
1105170361380	1104750515549	gopher_id	AAFB02000707	accession
1105170361381	1104750505237	gopher_id	AAFB02000708	accession
1105170361382	1104750515839	gopher_id	AAFB02000709	accession
1105170361383	1104750508878	gopher_id	AAFB02000710	accession
1105170361384	1104750511346	gopher_id	AAFB02000711	accession
1105170361385	1104750505215	gopher_id	AAFB02000712	accession
1105170361386	1104750511888	gopher_id	AAFB02000713	accession
1105170361387	1104750513994	gopher_id	AAFB02000714	accession
1105170361388	1104750514393	gopher_id	AAFB02000715	accession
1105170361389	1104750510062	gopher_id	AAFB02000716	accession
1105170361390	1104750512462	gopher_id	AAFB02000717	accession
1105170361391	1104750507900	gopher_id	AAFB02000718	accession
1105170361392	1104750514379	gopher_id	AAFB02000719	accession
1105170361393	1104750508668	gopher_id	AAFB02000720	accession
1105170361394	1104750505001	gopher_id	AAFB02000721	accession
1105170361395	1104750512112	gopher_id	AAFB02000722	accession
1105170361396	1104750507824	gopher_id	AAFB02000723	accession
1105170361397	1104750514871	gopher_id	AAFB02000724	accession
1105170361398	1104750507274	gopher_id	AAFB02000725	accession
1105170361399	1104750507756	gopher_id	AAFB02000726	accession
1105170361400	1104750513120	gopher_id	AAFB02000727	accession
1105170361401	1104750505421	gopher_id	AAFB02000728	accession
1105170361402	1104750514020	gopher_id	AAFB02000729	accession
1105170361403	1104750508354	gopher_id	AAFB02000730	accession
1105170361404	1104750515889	gopher_id	AAFB02000731	accession
1105170361405	1104750514589	gopher_id	AAFB02000732	accession
1105170361406	1104750508826	gopher_id	AAFB02000733	accession
1105170361407	1104750506349	gopher_id	AAFB02000734	accession
1105170361408	1104750513074	gopher_id	AAFB02000735	accession
1105170361409	1104750506157	gopher_id	AAFB02000736	accession
1105170361410	1104750511106	gopher_id	AAFB02000737	accession
1105170361411	1104750513766	gopher_id	AAFB02000738	accession
1105170361412	1104750515687	gopher_id	AAFB02000739	accession
1105170361413	1104750512428	gopher_id	AAFB02000740	accession
1105170361414	1104750506227	gopher_id	AAFB02000741	accession
1105170361415	1104750505399	gopher_id	AAFB02000742	accession
1105170361416	1104750513168	gopher_id	AAFB02000743	accession
1105170361417	1104750512236	gopher_id	AAFB02000744	accession
1105170361418	1104750513566	gopher_id	AAFB02000745	accession
1105170361419	1104750505779	gopher_id	AAFB02000746	accession
1105170361420	1104750507032	gopher_id	AAFB02000747	accession
1105170361421	1104750510542	gopher_id	AAFB02000748	accession
1105170361422	1104750505249	gopher_id	AAFB02000749	accession
1105170361423	1104750512326	gopher_id	AAFB02000750	accession
1105170361424	1104750512104	gopher_id	AAFB02000751	accession
1105170361425	1104750507362	gopher_id	AAFB02000752	accession
1105170361426	1104750508728	gopher_id	AAFB02000753	accession
1105170361427	1104750513224	gopher_id	AAFB02000754	accession
1105170361428	1104750504981	gopher_id	AAFB02000755	accession
1105170361429	1104750511048	gopher_id	AAFB02000756	accession
1105170361430	1104750514727	gopher_id	AAFB02000757	accession
1105170361431	1104750508734	gopher_id	AAFB02000758	accession
1105170361432	1104750507876	gopher_id	AAFB02000759	accession
1105170361433	1104750513026	gopher_id	AAFB02000760	accession
1105170361434	1104750511498	gopher_id	AAFB02000761	accession
1105170361435	1104750512470	gopher_id	AAFB02000762	accession
1105170361436	1104750508894	gopher_id	AAFB02000763	accession
1105170361437	1104750511308	gopher_id	AAFB02000764	accession
1105170361438	1104750508672	gopher_id	AAFB02000765	accession
1105170361439	1104750507470	gopher_id	AAFB02000766	accession
1105170361440	1104750506087	gopher_id	AAFB02000767	accession
1105170361441	1104750510278	gopher_id	AAFB02000768	accession
1105170361442	1104750515863	gopher_id	AAFB02000769	accession
1105170361443	1104750508786	gopher_id	AAFB02000770	accession
1105170361444	1104750514581	gopher_id	AAFB02000771	accession
1105170361445	1104750508752	gopher_id	AAFB02000772	accession
1105170361446	1104750507458	gopher_id	AAFB02000773	accession
1105170361447	1104750507858	gopher_id	AAFB02000774	accession
1105170361448	1104750515719	gopher_id	AAFB02000775	accession
1105170361449	1104750513148	gopher_id	AAFB02000776	accession
1105170361450	1104750516245	gopher_id	AAFB02000777	accession
1105170361451	1104750507926	gopher_id	AAFB02000778	accession
1105170361452	1104750512532	gopher_id	AAFB02000779	accession
1105170361453	1104750514351	gopher_id	AAFB02000780	accession
1105170361454	1104750513350	gopher_id	AAFB02000781	accession
1105170361455	1104750511412	gopher_id	AAFB02000782	accession
1105170361456	1104750513400	gopher_id	AAFB02000783	accession
1105170361457	1104750514327	gopher_id	AAFB02000784	accession
1105170361458	1104750507116	gopher_id	AAFB02000785	accession
1105170361459	1104750515413	gopher_id	AAFB02000786	accession
1105170361460	1104750514198	gopher_id	AAFB02000787	accession
1105170361461	1104750507586	gopher_id	AAFB02000788	accession
1105170361462	1104750505743	gopher_id	AAFB02000789	accession
1105170361463	1104750510514	gopher_id	AAFB02000790	accession
1105170361464	1104750505319	gopher_id	AAFB02000791	accession
1105170361465	1104750513706	gopher_id	AAFB02000792	accession
1105170361466	1104750511356	gopher_id	AAFB02000793	accession
1105170361467	1104750504865	gopher_id	AAFB02000794	accession
1105170361468	1104750508456	gopher_id	AAFB02000795	accession
1105170361469	1104750505607	gopher_id	AAFB02000796	accession
1105170361470	1104750504721	gopher_id	AAFB02000797	accession
1105170361471	1104750515205	gopher_id	AAFB02000798	accession
1105170361472	1104750514911	gopher_id	AAFB02000799	accession
1105170361473	1104750512368	gopher_id	AAFB02000800	accession
1105170361474	1104750511538	gopher_id	AAFB02000801	accession
1105170361475	1104750505273	gopher_id	AAFB02000802	accession
1105170361476	1104750504973	gopher_id	AAFB02000803	accession
1105170361477	1104750512982	gopher_id	AAFB02000804	accession
1105170361478	1104750505229	gopher_id	AAFB02000805	accession
1105170361479	1104750511428	gopher_id	AAFB02000806	accession
1105170361480	1104750505831	gopher_id	AAFB02000807	accession
1105170361481	1104750504629	gopher_id	AAFB02000808	accession
1105170361482	1104750514507	gopher_id	AAFB02000809	accession
1105170361483	1104750507334	gopher_id	AAFB02000810	accession
1105170361484	1104750514893	gopher_id	AAFB02000811	accession
1105170361485	1104750512024	gopher_id	AAFB02000812	accession
1105170361486	1104750515475	gopher_id	AAFB02000813	accession
1105170361487	1104750511206	gopher_id	AAFB02000814	accession
1105170361488	1104750507916	gopher_id	AAFB02000815	accession
1105170361489	1104750514489	gopher_id	AAFB02000816	accession
1105170361490	1104750507500	gopher_id	AAFB02000817	accession
1105170361491	1104750513940	gopher_id	AAFB02000818	accession
1105170361492	1104750516071	gopher_id	AAFB02000819	accession
1105170361493	1104750510418	gopher_id	AAFB02000820	accession
1105170361494	1104750505423	gopher_id	AAFB02000821	accession
1105170361495	1104750510292	gopher_id	AAFB02000822	accession
1105170361496	1104750512300	gopher_id	AAFB02000823	accession
1105170361497	1104750508482	gopher_id	AAFB02000824	accession
1105170361498	1104750513436	gopher_id	AAFB02000825	accession
1105170361499	1104750511506	gopher_id	AAFB02000826	accession
1105170361500	1104750509036	gopher_id	AAFB02000827	accession
1105170361501	1104750514687	gopher_id	AAFB02000828	accession
1105170361502	1104750505663	gopher_id	AAFB02000829	accession
1105170361503	1104750515463	gopher_id	AAFB02000830	accession
1105170361504	1104750507884	gopher_id	AAFB02000831	accession
1105170361505	1104750505667	gopher_id	AAFB02000832	accession
1105170361506	1104750515587	gopher_id	AAFB02000833	accession
1105170361507	1104750513178	gopher_id	AAFB02000834	accession
1105170361508	1104750513304	gopher_id	AAFB02000835	accession
1105170361509	1104750504699	gopher_id	AAFB02000836	accession
1105170361510	1104750507276	gopher_id	AAFB02000837	accession
1105170361511	1104750510580	gopher_id	AAFB02000838	accession
1105170361512	1104750507834	gopher_id	AAFB02000839	accession
1105170361513	1104750507494	gopher_id	AAFB02000840	accession
1105170361514	1104750512530	gopher_id	AAFB02000841	accession
1105170361515	1104750504757	gopher_id	AAFB02000842	accession
1105170361516	1104750511184	gopher_id	AAFB02000843	accession
1105170361517	1104750507414	gopher_id	AAFB02000844	accession
1105170361518	1104750515847	gopher_id	AAFB02000845	accession
1105170361519	1104750508494	gopher_id	AAFB02000846	accession
1105170361520	1104750507620	gopher_id	AAFB02000847	accession
1105170361521	1104750507570	gopher_id	AAFB02000848	accession
1105170361522	1104750511788	gopher_id	AAFB02000849	accession
1105170361523	1104750515253	gopher_id	AAFB02000850	accession
1105170361524	1104750513470	gopher_id	AAFB02000851	accession
1105170361525	1104750511576	gopher_id	AAFB02000852	accession
1105170361526	1104750513494	gopher_id	AAFB02000853	accession
1105170361527	1104750511990	gopher_id	AAFB02000854	accession
1105170361528	1104750506901	gopher_id	AAFB02000855	accession
1105170361529	1104750510494	gopher_id	AAFB02000856	accession
1105170361530	1104750505789	gopher_id	AAFB02000857	accession
1105170361531	1104750510258	gopher_id	AAFB02000858	accession
1105170361532	1104750510288	gopher_id	AAFB02000859	accession
1105170361533	1104750506867	gopher_id	AAFB02000860	accession
1105170361534	1104750506845	gopher_id	AAFB02000861	accession
1105170361535	1104750512052	gopher_id	AAFB02000862	accession
1105170361536	1104750513386	gopher_id	AAFB02000863	accession
1105170361537	1104750513752	gopher_id	AAFB02000864	accession
1105170361538	1104750505863	gopher_id	AAFB02000865	accession
1105170361539	1104750511368	gopher_id	AAFB02000866	accession
1105170361540	1104750510422	gopher_id	AAFB02000867	accession
1105170361541	1104750514599	gopher_id	AAFB02000868	accession
1105170361542	1104750513480	gopher_id	AAFB02000869	accession
1105170361543	1104750509022	gopher_id	AAFB02000870	accession
1105170361544	1104750509128	gopher_id	AAFB02000871	accession
1105170361545	1104750507178	gopher_id	AAFB02000872	accession
1105170361546	1104750508274	gopher_id	AAFB02000873	accession
1105170361547	1104750512194	gopher_id	AAFB02000874	accession
1105170361548	1104750505239	gopher_id	AAFB02000875	accession
1105170361549	1104750506663	gopher_id	AAFB02000876	accession
1105170361550	1104750511792	gopher_id	AAFB02000877	accession
1105170361551	1104750509052	gopher_id	AAFB02000878	accession
1105170361552	1104750504885	gopher_id	AAFB02000879	accession
1105170361553	1104750513746	gopher_id	AAFB02000880	accession
1105170361554	1104750513680	gopher_id	AAFB02000881	accession
1105170361555	1104750515339	gopher_id	AAFB02000882	accession
1105170361556	1104750505971	gopher_id	AAFB02000883	accession
1105170361557	1104750507590	gopher_id	AAFB02000884	accession
1105170361558	1104750514853	gopher_id	AAFB02000885	accession
1105170361559	1104750515431	gopher_id	AAFB02000886	accession
1105170361560	1104750513890	gopher_id	AAFB02000887	accession
1105170361561	1104750507498	gopher_id	AAFB02000888	accession
1105170361562	1104750514479	gopher_id	AAFB02000889	accession
1105170361563	1104750508692	gopher_id	AAFB02000890	accession
1105170361564	1104750512944	gopher_id	AAFB02000891	accession
1105170361565	1104750516121	gopher_id	AAFB02000892	accession
1105170361566	1104750510314	gopher_id	AAFB02000893	accession
1105170361567	1104750505753	gopher_id	AAFB02000894	accession
1105170361568	1104750505345	gopher_id	AAFB02000895	accession
1105170361569	1104750511872	gopher_id	AAFB02000896	accession
1105170361570	1104750512130	gopher_id	AAFB02000897	accession
1105170361571	1104750507114	gopher_id	AAFB02000898	accession
1105170361572	1104750513326	gopher_id	AAFB02000899	accession
1105170361573	1104750505801	gopher_id	AAFB02000900	accession
1105170361574	1104750508054	gopher_id	AAFB02000901	accession
1105170361575	1104750512364	gopher_id	AAFB02000902	accession
1105170361576	1104750514811	gopher_id	AAFB02000903	accession
1105170361577	1104750505167	gopher_id	AAFB02000904	accession
1105170361578	1104750508946	gopher_id	AAFB02000905	accession
1105170361579	1104750514685	gopher_id	AAFB02000906	accession
1105170361580	1104750515113	gopher_id	AAFB02000907	accession
1105170361581	1104750512916	gopher_id	AAFB02000908	accession
1105170361582	1104750506441	gopher_id	AAFB02000909	accession
1105170361583	1104750512774	gopher_id	AAFB02000910	accession
1105170361584	1104750508242	gopher_id	AAFB02000911	accession
1105170361585	1104750512440	gopher_id	AAFB02000912	accession
1105170361586	1104750511982	gopher_id	AAFB02000913	accession
1105170361587	1104750508112	gopher_id	AAFB02000914	accession
1105170361588	1104750506819	gopher_id	AAFB02000915	accession
1105170361589	1104750508170	gopher_id	AAFB02000916	accession
1105170361590	1104750505015	gopher_id	AAFB02000917	accession
1105170361591	1104750510550	gopher_id	AAFB02000918	accession
1105170361592	1104750507452	gopher_id	AAFB02000919	accession
1105170361593	1104750512374	gopher_id	AAFB02000920	accession
1105170361594	1104750507038	gopher_id	AAFB02000921	accession
1105170361595	1104750513292	gopher_id	AAFB02000922	accession
1105170361596	1104750514977	gopher_id	AAFB02000923	accession
1105170361597	1104750510416	gopher_id	AAFB02000924	accession
1105170361598	1104750508430	gopher_id	AAFB02000925	accession
1105170361599	1104750514353	gopher_id	AAFB02000926	accession
1105170361600	1104750513964	gopher_id	AAFB02000927	accession
1105170361601	1104750507136	gopher_id	AAFB02000928	accession
1105170361602	1104750510334	gopher_id	AAFB02000929	accession
1105170361603	1104750512276	gopher_id	AAFB02000930	accession
1105170361604	1104750510398	gopher_id	AAFB02000931	accession
1105170361605	1104750511998	gopher_id	AAFB02000932	accession
1105170361606	1104750507348	gopher_id	AAFB02000933	accession
1105170361607	1104750512188	gopher_id	AAFB02000934	accession
1105170361608	1104750505899	gopher_id	AAFB02000935	accession
1105170361609	1104750505769	gopher_id	AAFB02000936	accession
1105170361610	1104750511566	gopher_id	AAFB02000937	accession
1105170361611	1104750509202	gopher_id	AAFB02000938	accession
1105170361612	1104750514651	gopher_id	AAFB02000939	accession
1105170361613	1104750505437	gopher_id	AAFB02000940	accession
1105170361614	1104750506489	gopher_id	AAFB02000941	accession
1105170361615	1104750512658	gopher_id	AAFB02000942	accession
1105170361616	1104750507520	gopher_id	AAFB02000943	accession
1105170361617	1104750514859	gopher_id	AAFB02000944	accession
1105170361618	1104750505257	gopher_id	AAFB02000945	accession
1105170361619	1104750509050	gopher_id	AAFB02000946	accession
1105170361620	1104750515797	gopher_id	AAFB02000947	accession
1105170361621	1104750510056	gopher_id	AAFB02000948	accession
1105170361622	1104750507302	gopher_id	AAFB02000949	accession
